PERSONAL,abad70c5-11db-42f8-9e3a-487023f1b1cc,It is used to the detail mentioned all about personal
WORK,0d80e411-064c-4025-abd3-b10373c5b0c7,The detail mentioned is all about Work based
INDIA,1f1f245d-c63b-42f6-b592-49b5b16bf861,Country
UNITED_STATES,e7c0cab2-367b-4b60-805f-8b20cdadc599,Country
ALTERNATE,7b135772-658f-4bdf-a01c-cedba350cb41,Alternate number
Admin,c17dd8cd-ba7d-45bc-a4c1-a8d3bd58117c,Identify the person is admin
User,3601bfeb-1103-4f49-98ba-712f55cee042,Identify the person is User
